invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,price_eur,total
I833167,C763792,Female,63,Cosmetics,4,162.64,Debit_Card,17/01/2022,METROCITY,16.26,650.56
I157830,C723779,Male,62,Clothing,5,1500.4,Debit_Card,4/9/2021,METROPOL_AVM,150.04,7502.0
I728234,C303342,Female,59,Clothing,1,300.08,Cash,2/11/2022,METROPOL_AVM,30.01,300.08
I183819,C243618,Female,28,Shoes,1,600.17,Credit_Card,20/04/2021,ZORLU_CENTER,60.02,600.17
I173165,C779184,Female,30,Clothing,5,1500.4,Credit_Card,6/11/2021,METROCITY,150.04,7502.0
I312567,C103620,Male,54,Clothing,2,600.16,Cash,29/12/2021,CEVAHIR_AVM,60.02,1200.32
I143415,C333648,Male,41,Technology,3,3150,Cash,30/12/2021,KANYON,315.0,9450.0
I128174,C378158,Male,69,Books,5,75.75,Credit_Card,23/02/2023,ZORLU_CENTER,7.58,378.75
I288515,C201003,Female,64,Food & Beverage,3,15.69,Debit_Card,27/12/2022,METROCITY,1.57,47.07
I116221,C902488,Female,32,Books,2,30.3,Cash,9/2/2023,KANYON,3.03,60.6
I107479,C467367,Male,50,Toys,3,107.52,Cash,10/9/2022,ISTINYE_PARK,10.75,322.56
I164537,C193503,Female,64,Cosmetics,2,81.32,Cash,30/08/2022,METROCITY,8.13,162.64
I118613,C782410,Male,41,Toys,4,143.36,Credit_Card,7/3/2023,MALL_OF_ISTANBUL,14.34,573.44
I281166,C954653,Female,47,Food & Beverage,1,5.23,Credit_Card,15/07/2022,METROCITY,0.52,5.23
I109181,C219006,Female,22,Clothing,2,600.16,Credit_Card,13/09/2022,METROCITY,60.02,1200.32
I268676,C250648,Female,55,Cosmetics,4,162.64,Debit_Card,20/11/2022,KANYON,16.26,650.56
I221897,C127560,Male,19,Souvenir,5,58.65,Debit_Card,16/05/2021,KANYON,5.87,293.25
I194414,C167639,Male,29,Souvenir,5,58.65,Credit_Card,28/06/2022,METROCITY,5.87,293.25
I150148,C635624,Female,64,Clothing,2,600.16,Credit_Card,6/5/2022,METROCITY,60.02,1200.32
I971941,C337029,Female,26,Food & Beverage,5,26.15,Cash,26/04/2022,METROPOL_AVM,2.62,130.75
I249534,C121455,Male,60,Clothing,5,1500.4,Credit_Card,10/3/2022,MALL_OF_ISTANBUL,150.04,7502.0
I277603,C289150,Female,35,Toys,3,107.52,Debit_Card,13/05/2022,FORUM_ISTANBUL,10.75,322.56
I288842,C147207,Male,50,Food & Beverage,3,15.69,Debit_Card,30/05/2022,CEVAHIR_AVM,1.57,47.07
I534447,C277335,Male,33,Cosmetics,4,162.64,Cash,20/03/2022,METROCITY,16.26,650.56
I551364,C676418,Female,54,Clothing,4,1200.32,Cash,3/9/2021,METROPOL_AVM,120.03,4801.28
I247233,C187496,Male,61,Cosmetics,4,162.64,Cash,23/02/2022,MALL_OF_ISTANBUL,16.26,650.56
I541570,C903388,Male,45,Clothing,5,1500.4,Credit_Card,27/12/2022,KANYON,150.04,7502.0
I255856,C134309,Female,20,Food & Beverage,1,5.23,Cash,18/09/2021,METROCITY,0.52,5.23
I416224,C622332,Female,22,Clothing,5,1500.4,Cash,27/08/2022,CEVAHIR_AVM,150.04,7502.0
I161353,C292677,Female,38,Toys,2,71.68,Cash,13/09/2021,CEVAHIR_AVM,7.17,143.36
I810513,C218420,Female,32,Toys,5,179.2,Credit_Card,2/9/2021,KANYON,17.92,896.0
I180078,C816906,Male,21,Souvenir,2,23.46,Debit_Card,15/07/2022,METROCITY,2.35,46.92
I265680,C969784,Female,54,Toys,3,107.52,Credit_Card,8/2/2022,METROPOL_AVM,10.75,322.56
I307307,C200196,Female,63,Cosmetics,4,162.64,Cash,5/5/2022,KANYON,16.26,650.56
I218140,C146356,Male,27,Food & Beverage,4,20.92,Credit_Card,14/10/2021,KANYON,2.09,83.68
I833494,C451796,Female,31,Food & Beverage,1,5.23,Credit_Card,10/6/2022,KANYON,0.52,5.23
I217892,C161818,Male,42,Clothing,2,600.16,Debit_Card,5/7/2022,ISTINYE_PARK,60.02,1200.32
I234294,C190782,Male,20,Food & Beverage,5,26.15,Cash,9/2/2022,MALL_OF_ISTANBUL,2.62,130.75
I302065,C176232,Male,66,Clothing,3,900.24,Cash,15/11/2021,ISTINYE_PARK,90.02,2700.7200000000003
I119689,C231647,Female,65,Cosmetics,5,203.3,Debit_Card,21/02/2021,ZORLU_CENTER,20.33,1016.5
I260416,C214884,Female,55,Books,3,45.45,Debit_Card,12/7/2022,KANYON,4.55,136.35000000000002
I263298,C516843,Female,31,Cosmetics,4,162.64,Credit_Card,2/12/2021,MALL_OF_ISTANBUL,16.26,650.56
I233975,C119151,Female,45,Cosmetics,2,81.32,Cash,19/07/2022,KANYON,8.13,162.64
I222778,C205225,Female,29,Books,5,75.75,Credit_Card,19/12/2022,KANYON,7.58,378.75
I332881,C465307,Male,51,Food & Beverage,5,26.15,Debit_Card,16/07/2022,KANYON,2.62,130.75
I334083,C201733,Male,36,Clothing,1,300.08,Cash,10/12/2022,MALL_OF_ISTANBUL,30.01,300.08
I558400,C240536,Female,26,Clothing,5,1500.4,Cash,16/08/2021,METROPOL_AVM,150.04,7502.0
I801568,C152496,Male,68,Cosmetics,4,162.64,Credit_Card,4/10/2022,ISTINYE_PARK,16.26,650.56
I175741,C345995,Female,63,Food & Beverage,5,26.15,Credit_Card,25/02/2021,METROCITY,2.62,130.75
I292892,C157955,Female,49,Clothing,5,1500.4,Cash,16/09/2021,KANYON,150.04,7502.0
I190070,C160785,Female,64,Shoes,3,1800.51,Cash,14/01/2022,KANYON,180.05,5401.53
I225249,C254360,Male,53,Toys,2,71.68,Cash,17/05/2021,FORUM_ISTANBUL,7.17,143.36
I321513,C183101,Male,30,Toys,3,107.52,Cash,10/9/2021,KANYON,10.75,322.56
I534019,C861354,Male,68,Food & Beverage,2,10.46,Credit_Card,23/04/2022,METROCITY,1.05,20.92
I136131,C236991,Male,47,Technology,4,4200,Debit_Card,19/10/2022,METROCITY,420.0,16800.0
I330829,C522207,Male,39,Food & Beverage,3,15.69,Credit_Card,3/7/2022,MALL_OF_ISTANBUL,1.57,47.07
I305660,C658114,Male,38,Food & Beverage,5,26.15,Cash,14/07/2021,MALL_OF_ISTANBUL,2.62,130.75
I192863,C151662,Female,49,Clothing,1,300.08,Cash,15/01/2021,KANYON,30.01,300.08
I156494,C730819,Female,35,Clothing,1,300.08,Cash,28/10/2022,METROPOL_AVM,30.01,300.08
I319349,C224032,Female,39,Cosmetics,1,40.66,Credit_Card,1/4/2022,FORUM_ISTANBUL,4.07,40.66
I327888,C151910,Female,54,Clothing,5,1500.4,Credit_Card,20/02/2022,METROCITY,150.04,7502.0
I278060,C218933,Female,41,Clothing,2,600.16,Cash,10/8/2021,KANYON,60.02,1200.32
I100108,C331773,Female,45,Books,4,60.6,Credit_Card,6/8/2021,CEVAHIR_AVM,6.06,242.4
I185105,C269284,Male,30,Food & Beverage,2,10.46,Credit_Card,14/10/2022,METROCITY,1.05,20.92
I499321,C208143,Male,20,Souvenir,2,23.46,Credit_Card,12/2/2021,MALL_OF_ISTANBUL,2.35,46.92
I183012,C828617,Male,59,Clothing,3,900.24,Cash,18/09/2021,EMAAR_SQUARE_MALL,90.02,2700.7200000000003
I108352,C315812,Female,69,Clothing,3,900.24,Cash,21/02/2023,METROCITY,90.02,2700.7200000000003
I310403,C391377,Male,52,Books,1,15.15,Cash,15/01/2023,KANYON,1.52,15.15
I148082,C253783,Female,64,Cosmetics,2,81.32,Cash,21/12/2021,EMAAR_SQUARE_MALL,8.13,162.64
I324246,C783752,Male,67,Cosmetics,5,203.3,Credit_Card,3/9/2022,METROCITY,20.33,1016.5
I306615,C148556,Male,18,Clothing,5,1500.4,Debit_Card,19/04/2022,ZORLU_CENTER,150.04,7502.0
I226076,C184247,Female,54,Clothing,4,1200.32,Credit_Card,24/10/2021,METROCITY,120.03,4801.28
I966751,C306510,Female,27,Souvenir,4,46.92,Cash,8/10/2022,METROCITY,4.69,187.68
I209196,C961222,Male,65,Books,5,75.75,Debit_Card,24/01/2023,KANYON,7.58,378.75
I290985,C158294,Male,41,Clothing,1,300.08,Cash,23/12/2022,METROPOL_AVM,30.01,300.08
I312454,C228612,Female,69,Cosmetics,5,203.3,Credit_Card,12/5/2021,KANYON,20.33,1016.5
I326114,C286810,Male,25,Cosmetics,3,121.98,Credit_Card,11/9/2022,EMAAR_SQUARE_MALL,12.2,365.94
I240587,C154066,Male,34,Clothing,2,600.16,Cash,24/03/2022,METROPOL_AVM,60.02,1200.32
I177368,C137210,Male,32,Souvenir,4,46.92,Cash,28/02/2021,KANYON,4.69,187.68
I607731,C136430,Male,64,Food & Beverage,3,15.69,Cash,20/04/2021,METROCITY,1.57,47.07
I124899,C142533,Male,49,Toys,2,71.68,Cash,22/04/2021,METROPOL_AVM,7.17,143.36
I923642,C172366,Female,30,Clothing,5,1500.4,Debit_Card,5/10/2021,VIAPORT_OUTLET,150.04,7502.0
I705499,C184944,Female,22,Clothing,2,600.16,Debit_Card,4/11/2021,MALL_OF_ISTANBUL,60.02,1200.32
I985355,C318567,Female,25,Food & Beverage,4,20.92,Cash,23/05/2022,CEVAHIR_AVM,2.09,83.68
I176381,C184601,Male,48,Clothing,2,600.16,Cash,11/4/2021,ZORLU_CENTER,60.02,1200.32
I149278,C278385,Female,57,Clothing,3,900.24,Cash,19/04/2022,CEVAHIR_AVM,90.02,2700.7200000000003
I261409,C379381,Female,29,Food & Beverage,2,10.46,Cash,23/02/2021,KANYON,1.05,20.92
I328548,C488927,Female,35,Clothing,1,300.08,Cash,5/3/2022,MALL_OF_ISTANBUL,30.01,300.08
I304121,C167654,Female,34,Clothing,5,1500.4,Debit_Card,27/02/2021,ISTINYE_PARK,150.04,7502.0
I299089,C507947,Female,31,Clothing,4,1200.32,Cash,24/08/2021,KANYON,120.03,4801.28
I217007,C322123,Male,59,Food & Beverage,3,15.69,Cash,6/2/2021,KANYON,1.57,47.07
I216891,C133485,Female,64,Shoes,1,600.17,Debit_Card,19/04/2021,METROPOL_AVM,60.02,600.17
I231811,C215703,Female,60,Books,4,60.6,Credit_Card,18/02/2023,KANYON,6.06,242.4
I204006,C240782,Female,22,Cosmetics,2,81.32,Credit_Card,29/03/2022,KANYON,8.13,162.64
I235507,C285564,Male,24,Clothing,1,300.08,Credit_Card,6/7/2021,FORUM_ISTANBUL,30.01,300.08
I235505,C710111,Male,59,Food & Beverage,3,15.69,Cash,16/02/2023,EMAAR_SQUARE_MALL,1.57,47.07
I164758,C117881,Female,22,Technology,2,2100,Cash,2/9/2021,MALL_OF_ISTANBUL,210.0,4200.0
I754066,C202253,Female,18,Shoes,3,1800.51,Cash,6/5/2021,MALL_OF_ISTANBUL,180.05,5401.53
I176247,C308634,Female,44,Clothing,3,900.24,Cash,20/01/2023,ISTINYE_PARK,90.02,2700.7200000000003
I956633,C192365,Female,35,Shoes,2,1200.34,Credit_Card,13/11/2022,METROPOL_AVM,120.03,2400.68
I820388,C160181,Male,46,Books,3,45.45,Cash,21/03/2022,METROCITY,4.55,136.35000000000002
I130791,C235028,Female,18,Cosmetics,3,121.98,Cash,11/8/2021,METROCITY,12.2,365.94
I263264,C136131,Female,40,Technology,2,2100,Credit_Card,17/10/2021,ISTINYE_PARK,210.0,4200.0
I328319,C357028,Female,38,Shoes,1,600.17,Cash,20/07/2021,MALL_OF_ISTANBUL,60.02,600.17
I242112,C261024,Male,34,Souvenir,1,11.73,Cash,22/11/2021,ISTINYE_PARK,1.17,11.73
I605710,C150305,Female,32,Shoes,1,600.17,Credit_Card,22/03/2022,CEVAHIR_AVM,60.02,600.17
I130888,C237047,Male,24,Clothing,4,1200.32,Debit_Card,21/09/2021,METROCITY,120.03,4801.28
I219889,C182756,Male,51,Clothing,2,600.16,Credit_Card,19/07/2022,MALL_OF_ISTANBUL,60.02,1200.32
I173623,C245323,Male,50,Food & Beverage,2,10.46,Cash,24/07/2021,VIAPORT_OUTLET,1.05,20.92
I312907,C133443,Male,52,Clothing,1,300.08,Cash,18/11/2022,METROCITY,30.01,300.08
I985438,C416229,Female,35,Food & Beverage,4,20.92,Cash,29/08/2022,METROCITY,2.09,83.68
I288363,C638734,Female,18,Clothing,2,600.16,Cash,19/03/2022,METROCITY,60.02,1200.32
I258716,C927194,Female,38,Technology,5,5250,Credit_Card,31/01/2021,EMAAR_SQUARE_MALL,525.0,26250.0
I271391,C224612,Male,58,Toys,2,71.68,Credit_Card,19/04/2022,METROPOL_AVM,7.17,143.36
I143628,C273751,Female,39,Clothing,5,1500.4,Cash,12/1/2023,METROCITY,150.04,7502.0
I271018,C262458,Female,57,Clothing,2,600.16,Cash,15/02/2022,KANYON,60.02,1200.32
I243541,C874292,Female,38,Food & Beverage,3,15.69,Cash,29/04/2022,KANYON,1.57,47.07
I258044,C329183,Male,65,Cosmetics,4,162.64,Credit_Card,18/12/2021,MALL_OF_ISTANBUL,16.26,650.56
I308128,C356004,Male,57,Clothing,5,1500.4,Credit_Card,9/5/2021,FORUM_ISTANBUL,150.04,7502.0
I281108,C175615,Female,51,Shoes,4,2400.68,Debit_Card,18/08/2021,FORUM_ISTANBUL,240.07,9602.72
I243768,C468872,Female,35,Cosmetics,4,162.64,Cash,13/02/2022,METROCITY,16.26,650.56
I288597,C197333,Male,26,Books,2,30.3,Credit_Card,6/10/2022,KANYON,3.03,60.6
I173433,C370451,Female,55,Toys,1,35.84,Credit_Card,17/11/2021,ZORLU_CENTER,3.58,35.84
I328007,C277370,Male,31,Souvenir,2,23.46,Cash,15/01/2023,KANYON,2.35,46.92
I293956,C123090,Male,55,Shoes,1,600.17,Cash,5/1/2021,METROPOL_AVM,60.02,600.17
I628348,C710681,Female,21,Food & Beverage,3,15.69,Debit_Card,12/3/2022,KANYON,1.57,47.07
I292847,C269877,Male,54,Clothing,3,900.24,Cash,13/05/2021,ISTINYE_PARK,90.02,2700.7200000000003
I107196,C511328,Female,63,Cosmetics,1,40.66,Credit_Card,30/03/2022,ISTINYE_PARK,4.07,40.66
I130930,C187451,Male,20,Food & Beverage,4,20.92,Debit_Card,30/04/2021,METROPOL_AVM,2.09,83.68
I323981,C245429,Male,25,Clothing,3,900.24,Cash,14/02/2021,KANYON,90.02,2700.7200000000003
I337961,C259346,Female,46,Food & Beverage,5,26.15,Cash,30/12/2022,CEVAHIR_AVM,2.62,130.75
I339173,C256965,Female,28,Clothing,2,600.16,Credit_Card,10/1/2022,ISTINYE_PARK,60.02,1200.32
I166387,C210856,Male,42,Food & Beverage,3,15.69,Cash,24/06/2022,KANYON,1.57,47.07
I694660,C192342,Male,33,Shoes,3,1800.51,Credit_Card,4/7/2022,ZORLU_CENTER,180.05,5401.53
I708015,C280281,Male,39,Shoes,3,1800.51,Cash,13/11/2021,ISTINYE_PARK,180.05,5401.53
I130918,C131763,Female,34,Cosmetics,4,162.64,Cash,17/10/2022,METROPOL_AVM,16.26,650.56
I225740,C226059,Male,18,Clothing,2,600.16,Credit_Card,7/1/2021,CEVAHIR_AVM,60.02,1200.32
I271675,C507323,Male,19,Books,5,75.75,Credit_Card,27/05/2022,MALL_OF_ISTANBUL,7.58,378.75
I862550,C230247,Male,27,Clothing,2,600.16,Credit_Card,1/6/2022,METROCITY,60.02,1200.32
I859108,C217999,Female,29,Souvenir,3,35.19,Debit_Card,17/02/2023,METROPOL_AVM,3.52,105.57
I185178,C108956,Male,45,Toys,4,143.36,Credit_Card,10/8/2022,KANYON,14.34,573.44
I313576,C223376,Female,69,Clothing,4,1200.32,Cash,22/10/2022,ISTINYE_PARK,120.03,4801.28
I101428,C197332,Female,21,Clothing,5,1500.4,Debit_Card,8/7/2021,MALL_OF_ISTANBUL,150.04,7502.0
I264853,C807200,Male,64,Toys,2,71.68,Debit_Card,28/09/2022,ISTINYE_PARK,7.17,143.36
I338927,C211752,Male,19,Shoes,2,1200.34,Debit_Card,22/02/2022,KANYON,120.03,2400.68
I131713,C165950,Male,45,Clothing,5,1500.4,Credit_Card,10/12/2022,KANYON,150.04,7502.0
I263995,C205360,Male,43,Food & Beverage,1,5.23,Credit_Card,7/8/2022,METROCITY,0.52,5.23
I108201,C128971,Female,67,Shoes,4,2400.68,Debit_Card,27/02/2023,FORUM_ISTANBUL,240.07,9602.72
I613538,C135974,Female,58,Clothing,5,1500.4,Cash,4/6/2021,METROCITY,150.04,7502.0
I214466,C206775,Male,55,Books,2,30.3,Cash,15/02/2022,KANYON,3.03,60.6
I487806,C627281,Male,22,Food & Beverage,2,10.46,Credit_Card,5/8/2022,FORUM_ISTANBUL,1.05,20.92
I127228,C330423,Female,18,Food & Beverage,2,10.46,Credit_Card,3/8/2021,MALL_OF_ISTANBUL,1.05,20.92
I155677,C113077,Male,62,Cosmetics,5,203.3,Debit_Card,12/12/2021,EMAAR_SQUARE_MALL,20.33,1016.5
I281205,C197506,Male,27,Food & Beverage,3,15.69,Credit_Card,12/9/2021,ISTINYE_PARK,1.57,47.07
I697714,C112839,Female,37,Clothing,4,1200.32,Cash,25/04/2022,METROPOL_AVM,120.03,4801.28
I148234,C329617,Female,61,Clothing,4,1200.32,Debit_Card,23/11/2021,FORUM_ISTANBUL,120.03,4801.28
I391742,C169638,Female,50,Food & Beverage,5,26.15,Credit_Card,27/12/2021,KANYON,2.62,130.75
I214086,C432627,Male,37,Clothing,2,600.16,Cash,31/10/2022,MALL_OF_ISTANBUL,60.02,1200.32
I210211,C221253,Male,40,Shoes,4,2400.68,Cash,22/03/2022,MALL_OF_ISTANBUL,240.07,9602.72
I108144,C173001,Male,24,Cosmetics,5,203.3,Credit_Card,29/06/2021,METROCITY,20.33,1016.5
I639493,C191606,Male,59,Cosmetics,1,40.66,Debit_Card,12/2/2023,METROPOL_AVM,4.07,40.66
I232791,C161995,Female,19,Shoes,1,600.17,Credit_Card,7/3/2022,METROPOL_AVM,60.02,600.17
I141748,C231943,Male,27,Technology,5,5250,Debit_Card,4/12/2022,KANYON,525.0,26250.0
I113419,C242231,Male,50,Books,2,30.3,Cash,3/3/2023,ISTINYE_PARK,3.03,60.6
I474889,C236946,Female,69,Clothing,2,600.16,Credit_Card,11/8/2021,ZORLU_CENTER,60.02,1200.32
I114730,C207200,Male,61,Technology,1,1050,Cash,20/06/2022,MALL_OF_ISTANBUL,105.0,1050.0
I130439,C303486,Female,37,Shoes,3,1800.51,Credit_Card,5/2/2022,MALL_OF_ISTANBUL,180.05,5401.53
I228775,C326967,Male,46,Cosmetics,4,162.64,Credit_Card,20/05/2021,METROCITY,16.26,650.56
I204254,C662256,Male,36,Cosmetics,3,121.98,Cash,18/06/2022,CEVAHIR_AVM,12.2,365.94
I319559,C319743,Female,38,Clothing,1,300.08,Debit_Card,17/03/2021,METROPOL_AVM,30.01,300.08
I253397,C927390,Female,28,Technology,1,1050,Cash,1/4/2021,METROCITY,105.0,1050.0
I105956,C330252,Male,37,Cosmetics,5,203.3,Cash,31/12/2021,KANYON,20.33,1016.5
I134057,C799155,Male,50,Food & Beverage,1,5.23,Credit_Card,13/08/2021,METROPOL_AVM,0.52,5.23
I127839,C232906,Female,38,Clothing,1,300.08,Credit_Card,30/06/2022,KANYON,30.01,300.08
I110382,C102101,Female,39,Souvenir,3,35.19,Cash,24/09/2021,VIAPORT_OUTLET,3.52,105.57
I117878,C104031,Female,31,Clothing,4,1200.32,Cash,9/6/2022,METROCITY,120.03,4801.28
I332710,C873740,Male,46,Cosmetics,2,81.32,Cash,22/02/2021,EMAAR_SQUARE_MALL,8.13,162.64
I273472,C299506,Female,28,Cosmetics,5,203.3,Credit_Card,31/03/2021,KANYON,20.33,1016.5
I108540,C171262,Male,42,Clothing,1,300.08,Cash,26/05/2021,ZORLU_CENTER,30.01,300.08
I179189,C122461,Female,26,Technology,4,4200,Credit_Card,26/06/2022,KANYON,420.0,16800.0
I236266,C128962,Female,53,Souvenir,3,35.19,Cash,8/9/2021,MALL_OF_ISTANBUL,3.52,105.57
I114405,C127344,Female,18,Clothing,5,1500.4,Cash,23/07/2021,METROPOL_AVM,150.04,7502.0
I390193,C949513,Female,52,Cosmetics,3,121.98,Credit_Card,8/2/2022,MALL_OF_ISTANBUL,12.2,365.94
I101934,C153128,Male,41,Cosmetics,3,121.98,Debit_Card,31/12/2021,EMAAR_SQUARE_MALL,12.2,365.94
I141494,C684377,Male,67,Clothing,2,600.16,Credit_Card,28/10/2022,ZORLU_CENTER,60.02,1200.32
I332357,C186805,Male,28,Books,2,30.3,Cash,10/4/2022,FORUM_ISTANBUL,3.03,60.6
I306958,C115884,Female,67,Clothing,2,600.16,Cash,31/12/2022,KANYON,60.02,1200.32
I697772,C233611,Female,42,Food & Beverage,4,20.92,Cash,9/4/2021,CEVAHIR_AVM,2.09,83.68
I761710,C335792,Female,47,Cosmetics,1,40.66,Cash,2/6/2021,ISTINYE_PARK,4.07,40.66
I249206,C219203,Female,51,Clothing,3,900.24,Credit_Card,3/6/2021,MALL_OF_ISTANBUL,90.02,2700.7200000000003
I146048,C228082,Female,39,Food & Beverage,1,5.23,Credit_Card,2/2/2021,METROPOL_AVM,0.52,5.23
I331790,C790448,Female,43,Technology,2,2100,Cash,31/08/2022,MALL_OF_ISTANBUL,210.0,4200.0
I170235,C202254,Female,69,Clothing,1,300.08,Debit_Card,23/03/2022,KANYON,30.01,300.08
I571498,C190837,Male,55,Cosmetics,3,121.98,Credit_Card,15/04/2021,CEVAHIR_AVM,12.2,365.94
I113283,C147593,Female,18,Toys,1,35.84,Cash,12/12/2021,CEVAHIR_AVM,3.58,35.84
I238845,C332718,Male,48,Clothing,4,1200.32,Debit_Card,4/12/2021,ZORLU_CENTER,120.03,4801.28
I139418,C311276,Male,59,Clothing,4,1200.32,Cash,15/01/2021,EMAAR_SQUARE_MALL,120.03,4801.28
I271936,C156745,Male,36,Toys,1,35.84,Cash,1/2/2023,MALL_OF_ISTANBUL,3.58,35.84
I942568,C166526,Female,40,Clothing,4,1200.32,Credit_Card,23/12/2021,ZORLU_CENTER,120.03,4801.28
I892906,C190947,Female,63,Toys,1,35.84,Cash,22/01/2022,KANYON,3.58,35.84
I317474,C942103,Male,57,Clothing,3,900.24,Credit_Card,20/12/2022,METROPOL_AVM,90.02,2700.7200000000003
I348593,C128558,Male,46,Clothing,1,300.08,Credit_Card,30/10/2021,ISTINYE_PARK,30.01,300.08
I243151,C163794,Male,55,Clothing,4,1200.32,Debit_Card,31/08/2022,CEVAHIR_AVM,120.03,4801.28
I178695,C155013,Female,50,Clothing,1,300.08,Cash,9/10/2022,MALL_OF_ISTANBUL,30.01,300.08
I290838,C212465,Male,45,Clothing,1,300.08,Cash,16/05/2022,MALL_OF_ISTANBUL,30.01,300.08
I816887,C102327,Male,39,Cosmetics,2,81.32,Cash,4/3/2022,ISTINYE_PARK,8.13,162.64
I175905,C337706,Female,66,Clothing,4,1200.32,Credit_Card,22/02/2023,FORUM_ISTANBUL,120.03,4801.28
I855128,C230092,Male,57,Clothing,3,900.24,Cash,1/11/2022,ISTINYE_PARK,90.02,2700.7200000000003
I307878,C257975,Female,22,Technology,1,1050,Credit_Card,5/4/2021,MALL_OF_ISTANBUL,105.0,1050.0
I289010,C254915,Male,60,Shoes,1,600.17,Cash,10/12/2021,CEVAHIR_AVM,60.02,600.17
I330572,C127291,Male,47,Technology,2,2100,Cash,26/03/2021,EMAAR_SQUARE_MALL,210.0,4200.0
I290023,C763116,Male,44,Technology,1,1050,Cash,19/02/2021,CEVAHIR_AVM,105.0,1050.0
I392527,C138973,Male,45,Clothing,2,600.16,Credit_Card,4/12/2022,METROCITY,60.02,1200.32
I251502,C218708,Male,33,Cosmetics,5,203.3,Cash,31/05/2022,FORUM_ISTANBUL,20.33,1016.5
I737757,C299832,Female,49,Cosmetics,3,121.98,Cash,15/12/2022,EMAAR_SQUARE_MALL,12.2,365.94
I560978,C212194,Female,55,Cosmetics,4,162.64,Credit_Card,1/11/2021,EMAAR_SQUARE_MALL,16.26,650.56
I885811,C314056,Male,50,Clothing,5,1500.4,Debit_Card,13/02/2023,METROPOL_AVM,150.04,7502.0
I305703,C231900,Female,36,Shoes,1,600.17,Cash,5/3/2023,ZORLU_CENTER,60.02,600.17
I101910,C304301,Male,41,Souvenir,4,46.92,Cash,29/03/2022,VIAPORT_OUTLET,4.69,187.68
I269338,C232758,Male,37,Food & Beverage,1,5.23,Cash,30/01/2021,METROCITY,0.52,5.23
I258287,C584937,Female,18,Clothing,4,1200.32,Credit_Card,11/7/2021,METROPOL_AVM,120.03,4801.28
I338352,C122637,Female,44,Clothing,1,300.08,Cash,20/08/2021,KANYON,30.01,300.08
I248823,C220786,Male,66,Technology,4,4200,Cash,24/01/2023,KANYON,420.0,16800.0
I336157,C798239,Male,38,Shoes,5,3000.85,Cash,30/08/2021,CEVAHIR_AVM,300.09,15004.25
I783787,C123760,Male,21,Clothing,1,300.08,Credit_Card,14/02/2021,ISTINYE_PARK,30.01,300.08
I438208,C123585,Male,39,Clothing,1,300.08,Credit_Card,25/02/2022,VIAPORT_OUTLET,30.01,300.08
I303999,C176451,Male,44,Food & Beverage,2,10.46,Cash,4/1/2023,METROPOL_AVM,1.05,20.92
I220902,C477161,Male,34,Clothing,1,300.08,Credit_Card,1/8/2022,MALL_OF_ISTANBUL,30.01,300.08
I146414,C496622,Male,40,Clothing,3,900.24,Credit_Card,8/11/2021,VIAPORT_OUTLET,90.02,2700.7200000000003
I859433,C283876,Male,68,Clothing,5,1500.4,Cash,22/12/2021,CEVAHIR_AVM,150.04,7502.0
I715874,C221273,Male,63,Books,1,15.15,Cash,23/10/2022,KANYON,1.52,15.15
I325629,C133445,Male,23,Clothing,2,600.16,Credit_Card,9/2/2022,METROCITY,60.02,1200.32
I124110,C222162,Female,20,Cosmetics,5,203.3,Cash,4/3/2023,KANYON,20.33,1016.5
I992727,C187724,Female,19,Food & Beverage,1,5.23,Cash,9/10/2022,METROCITY,0.52,5.23
I866923,C169656,Female,22,Clothing,1,300.08,Credit_Card,28/01/2023,CEVAHIR_AVM,30.01,300.08
I177741,C317019,Female,50,Cosmetics,2,81.32,Credit_Card,5/4/2021,FORUM_ISTANBUL,8.13,162.64
I292949,C114212,Male,22,Cosmetics,3,121.98,Credit_Card,18/07/2022,KANYON,12.2,365.94
I941966,C142948,Female,52,Food & Beverage,2,10.46,Cash,29/06/2022,KANYON,1.05,20.92
I316742,C578840,Male,18,Shoes,5,3000.85,Credit_Card,17/06/2021,KANYON,300.09,15004.25
I199968,C160965,Male,69,Cosmetics,4,162.64,Debit_Card,5/2/2021,METROPOL_AVM,16.26,650.56
I838319,C285291,Male,40,Clothing,3,900.24,Credit_Card,4/9/2021,ZORLU_CENTER,90.02,2700.7200000000003
I282407,C651901,Female,42,Souvenir,2,23.46,Cash,13/07/2022,METROPOL_AVM,2.35,46.92
I147399,C170342,Male,24,Souvenir,5,58.65,Credit_Card,19/06/2022,METROCITY,5.87,293.25
I582729,C323531,Female,68,Cosmetics,2,81.32,Cash,5/2/2022,ISTINYE_PARK,8.13,162.64
I204889,C818646,Male,41,Cosmetics,4,162.64,Cash,12/5/2022,METROPOL_AVM,16.26,650.56
I336503,C287651,Male,39,Food & Beverage,1,5.23,Cash,12/8/2021,FORUM_ISTANBUL,0.52,5.23
I183310,C153310,Female,61,Clothing,2,600.16,Credit_Card,2/5/2022,MALL_OF_ISTANBUL,60.02,1200.32
I303833,C149733,Female,53,Clothing,3,900.24,Cash,4/4/2022,KANYON,90.02,2700.7200000000003
I191784,C138143,Male,63,Shoes,2,1200.34,Credit_Card,13/08/2021,KANYON,120.03,2400.68
I218527,C666908,Female,38,Toys,3,107.52,Cash,27/11/2021,ISTINYE_PARK,10.75,322.56
